Word Spacing,Size,Pen Pressure,Baseline
229.0545951,"{'Avg Width': 0.46001918172897666, 'Avg Height': 0.9100965458819595}",LOW,STRAIGHT
295.8459775,"{'Avg Width': 4.102233563279348, 'Avg Height': 4.8355268211947156}",LOW,STRAIGHT
557.5560121,"{'Avg Width': 0.729580141708455, 'Avg Height': 0.8489863531508796}",LOW,STRAIGHT
252.3885893,"{'Avg Width': 0.4205857824145666, 'Avg Height': 0.6504479621307028}",LOW,STRAIGHT
26.59016994,"{'Avg Width': 1.8557325643708054, 'Avg Height': 2.6828277476932714}",LOW,STRAIGHT
386.4835315,"{'Avg Width': 0.6404264312577433, 'Avg Height': 0.7686371790761319}",LOW,DESCENDING
530.4616615,"{'Avg Width': 0.7271998806679142, 'Avg Height': 0.5325947556994742}",HIGH,DESCENDING
403.885926,"{'Avg Width': 0.13244203121013648, 'Avg Height': 0.2731909069098927}",HIGH,STRAIGHT
214.3673566,"{'Avg Width': 0.40383958057914954, 'Avg Height': 0.6415165393176764}",LOW,STRAIGHT
390.7992362,"{'Avg Width': 0.6181222371714091, 'Avg Height': 0.955}",HIGH,DESCENDING
436.084239,"{'Avg Width': 0.3715932391931746, 'Avg Height': 0.5774772293475877}",LOW,STRAIGHT
349.2254019,"{'Avg Width': 1.1042041936756504, 'Avg Height': 2.631706930647754}",LOW,STRAIGHT
390.9268897,"{'Avg Width': 0.5672158039837691, 'Avg Height': 1.0967356260660703}",HIGH,STRAIGHT
357.658248,"{'Avg Width': 0.32881195550003345, 'Avg Height': 0.6868773990041814}",HIGH,DESCENDING
540.7124929,"{'Avg Width': 1.5966115924692736, 'Avg Height': 4.910607019186326}",LOW,STRAIGHT
449.6246622,"{'Avg Width': 0.25295896600077505, 'Avg Height': 0.48078050810069983}",HIGH,STRAIGHT
189.8717045,"{'Avg Width': 0.4615583782700156, 'Avg Height': 0.8892053680567606}",HIGH,STRAIGHT
356.1560793,"{'Avg Width': 0.8399603282541124, 'Avg Height': 1.0217114499160964}",LOW,STRAIGHT
259.2181966,"{'Avg Width': 1.5215875434998856, 'Avg Height': 0.6213311077818019}",LOW,STRAIGHT
192.3202814,"{'Avg Width': 0.513257943178035, 'Avg Height': 0.7630782264658583}",LOW,STRAIGHT
87.0,"{'Avg Width': 0.49667456236049895, 'Avg Height': 0.7305919760263596}",LOW,STRAIGHT
498.0855129,"{'Avg Width': 0.5886054260247586, 'Avg Height': 0.7096403666773039}",LOW,STRAIGHT
471.3558775,"{'Avg Width': 0.7788570290507711, 'Avg Height': 1.3062527983901842}",LOW,STRAIGHT
279.246294,"{'Avg Width': 0.6251487478624292, 'Avg Height': 1.072827235405808}",HIGH,STRAIGHT
288.3240431,"{'Avg Width': 0.47251871093018444, 'Avg Height': 1.3269976166239186}",LOW,STRAIGHT
447.54675,"{'Avg Width': 0.6411760587660565, 'Avg Height': 0.7813506866547154}",LOW,STRAIGHT
356.2334837,"{'Avg Width': 0.41356393799023455, 'Avg Height': 0.728104382651657}",HIGH,STRAIGHT
476.8760328,"{'Avg Width': 0.20914203367838075, 'Avg Height': 0.6604301371146177}",LOW,STRAIGHT
250.4314031,"{'Avg Width': 0.7020905192815964, 'Avg Height': 0.6557979554655629}",LOW,STRAIGHT
422.3174929,"{'Avg Width': 0.41945858578762896, 'Avg Height': 1.0041151645374269}",LOW,STRAIGHT
417.6411356,"{'Avg Width': 0.09201078011410913, 'Avg Height': 0.2611152930344441}",HIGH,STRAIGHT
487.3284729,"{'Avg Width': 1.1372079978680836, 'Avg Height': 2.2597773611407344}",LOW,STRAIGHT
252.2001366,"{'Avg Width': 0.21177200254557205, 'Avg Height': 0.6257768408791389}",HIGH,STRAIGHT
259.8691322,"{'Avg Width': 0.3219866833152174, 'Avg Height': 0.6710658864882029}",HIGH,STRAIGHT
233.4169972,"{'Avg Width': 0.41602287892689754, 'Avg Height': 0.8603314710598288}",LOW,STRAIGHT
76.0,"{'Avg Width': 0.6009378560075219, 'Avg Height': 0.5820245507596572}",LOW,DESCENDING
480.0677036,"{'Avg Width': 1.213325160218541, 'Avg Height': 2.421661217363145}",LOW,STRAIGHT
396.1873872,"{'Avg Width': 0.25289000242114595, 'Avg Height': 0.5745629075919512}",HIGH,ASSENDING
287.5475036,"{'Avg Width': 0.8786890537636909, 'Avg Height': 1.025535576287738}",LOW,STRAIGHT
301.0038756,"{'Avg Width': 0.12082255454283908, 'Avg Height': 0.3232008575331}",LOW,STRAIGHT
396.4942488,"{'Avg Width': 2.1820921070136423, 'Avg Height': 4.334321569531667}",HIGH,DESCENDING
360.9679158,"{'Avg Width': 0.44898908467968074, 'Avg Height': 0.8549567138203092}",HIGH,DESCENDING
382.3694154,"{'Avg Width': 0.5893855549509407, 'Avg Height': 0.6767389757242941}",LOW,STRAIGHT
388.9061127,"{'Avg Width': 0.636060189067617, 'Avg Height': 1.5471189843965956}",LOW,STRAIGHT
363.9302303,"{'Avg Width': 0.13171083001476747, 'Avg Height': 0.38450590513861405}",HIGH,STRAIGHT
633.2021794,"{'Avg Width': 0.3792835734293015, 'Avg Height': 0.6872434638014024}",LOW,DESCENDING
86.45229899,"{'Avg Width': 0.2650223268918678, 'Avg Height': 0.6997558152380642}",HIGH,STRAIGHT
220.7721319,"{'Avg Width': 0.5808451462519156, 'Avg Height': 1.4351873924223069}",HIGH,STRAIGHT
318.738043,"{'Avg Width': 0.30356967738751367, 'Avg Height': 0.8784478614214496}",LOW,STRAIGHT
478.1269111,"{'Avg Width': 0.7432163887282328, 'Avg Height': 0.733583823546367}",LOW,STRAIGHT
524.5801885,"{'Avg Width': 0.21184226951313984, 'Avg Height': 0.5387648550678895}",LOW,STRAIGHT
270.4218042,"{'Avg Width': 0.30873387434638083, 'Avg Height': 0.7420035658879008}",LOW,STRAIGHT
317.7107564,"{'Avg Width': 0.253670487595475, 'Avg Height': 0.8918955850195291}",HIGH,STRAIGHT
287.7727385,"{'Avg Width': 0.3477662947916542, 'Avg Height': 0.42725542917259324}",LOW,STRAIGHT
491.7680862,"{'Avg Width': 0.2589143878481618, 'Avg Height': 0.5831959685729879}",LOW,STRAIGHT
91.16257345,"{'Avg Width': 0.9749323516766742, 'Avg Height': 1.4456025670878943}",LOW,STRAIGHT
385.8258832,"{'Avg Width': 0.5429492120397612, 'Avg Height': 1.3215465337987047}",LOW,STRAIGHT
368.6919743,"{'Avg Width': 0.1792940194375863, 'Avg Height': 0.40667608041490594}",LOW,DESCENDING
338.9828954,"{'Avg Width': 1.4057290225119032, 'Avg Height': 0.7915886534190162}",LOW,STRAIGHT
323.6207191,"{'Avg Width': 0.512233680617824, 'Avg Height': 1.0843303643660067}",LOW,DESCENDING
399.4138442,"{'Avg Width': 0.4083821757676171, 'Avg Height': 0.4384546817801114}",LOW,STRAIGHT
397.9965543,"{'Avg Width': 0.8918793686145021, 'Avg Height': 1.8336171374893335}",LOW,STRAIGHT
352.9471732,"{'Avg Width': 4.938414582914605, 'Avg Height': 5.6035318737595485}",LOW,STRAIGHT
179.5270033,"{'Avg Width': 0.3583506957704163, 'Avg Height': 1.0542920172364942}",LOW,STRAIGHT
861.580328,"{'Avg Width': 1.0440215982253316, 'Avg Height': 0.955}",LOW,STRAIGHT
563.9138307,"{'Avg Width': 0.2960333179043635, 'Avg Height': 0.46381251954461683}",HIGH,STRAIGHT
332.3302553,"{'Avg Width': 0.7816477093791847, 'Avg Height': 1.3170997160201505}",LOW,STRAIGHT
332.3062861,"{'Avg Width': 0.6165024394566286, 'Avg Height': 0.9601174247201161}",LOW,STRAIGHT
219.244189,"{'Avg Width': 0.8178365813950871, 'Avg Height': 0.7330682010084499}",LOW,STRAIGHT
537.9071939,"{'Avg Width': 0.18749666859105985, 'Avg Height': 0.6552632055399058}",LOW,STRAIGHT
231.083711,"{'Avg Width': 0.27192897968766055, 'Avg Height': 0.7115814127347069}",LOW,DESCENDING
382.4126602,"{'Avg Width': 1.4444139807552916, 'Avg Height': 1.2606930815024509}",HIGH,STRAIGHT
380.6045819,"{'Avg Width': 0.9141120677168222, 'Avg Height': 0.9313337642889271}",LOW,STRAIGHT
266.0076809,"{'Avg Width': 0.37577497939805643, 'Avg Height': 0.981318458498194}",LOW,STRAIGHT
126.3441705,"{'Avg Width': 1.692448909625553, 'Avg Height': 4.044669152031265}",LOW,STRAIGHT
471.38176,"{'Avg Width': 0.15054439646034934, 'Avg Height': 0.37901456101460995}",LOW,STRAIGHT
241.2677591,"{'Avg Width': 0.30741999590547353, 'Avg Height': 0.7428114089176657}",LOW,STRAIGHT
464.4169096,"{'Avg Width': 0.259899439670903, 'Avg Height': 0.6475690218223931}",LOW,DESCENDING
415.844874,"{'Avg Width': 0.4755817580282462, 'Avg Height': 0.6442673897541721}",HIGH,STRAIGHT
464.2467017,"{'Avg Width': 0.30649714121335714, 'Avg Height': 0.5277229463607027}",LOW,STRAIGHT
407.8496178,"{'Avg Width': 0.5916215272898726, 'Avg Height': 1.3032098149121576}",HIGH,STRAIGHT
179.477018,"{'Avg Width': 0.24956930682896628, 'Avg Height': 0.4945020631353595}",HIGH,STRAIGHT
250.838448,"{'Avg Width': 1.1434554504346974, 'Avg Height': 1.1542245405560319}",HIGH,STRAIGHT
382.9597786,"{'Avg Width': 0.895351816742333, 'Avg Height': 1.1544689534260724}",LOW,STRAIGHT
306.5885399,"{'Avg Width': 0.18557196579015, 'Avg Height': 0.955}",HIGH,STRAIGHT
293.5991139,"{'Avg Width': 0.7289053801754617, 'Avg Height': 0.822030638793077}",HIGH,STRAIGHT
349.5556362,"{'Avg Width': 0.13973188666107964, 'Avg Height': 0.3870169079990727}",HIGH,STRAIGHT
381.6002601,"{'Avg Width': 1.2012627416114046, 'Avg Height': 1.082242358664868}",LOW,STRAIGHT
296.0125953,"{'Avg Width': 0.7595029537827965, 'Avg Height': 1.569172008795304}",HIGH,ASSENDING
37.55862138,"{'Avg Width': 1.496333556387274, 'Avg Height': 3.513185552331624}",LOW,STRAIGHT
66.66499096,"{'Avg Width': 0.3240893256682364, 'Avg Height': 0.8510889210708791}",HIGH,STRAIGHT
323.500134,"{'Avg Width': 1.8386747743437684, 'Avg Height': 1.3033423440380638}",LOW,STRAIGHT
